source_gt,program,code,name_th,name_en,year,semester,pages
IT coop (academic_plan_coop),IT,06016442,การออกแบบฮาร์ดแวร์สำหรับอินเทอร์เน็ตแห่งสรรพสิ่ง,INTERNET OF THINGS HARDWARE DESIGN,,,22;ocr349;ocr390
IT coop (academic_plan_coop),IT,06016443,การวิเคราะห์ข้อมูลและแอปพลิเคชันสำหรับอินเตอร์เน็ตแห่งสรรพสิ่ง,INTERNET OF THINGS DATA ANALYTICS AND APPLICATIONS,,,22;ocr349;ocr390
IT coop (academic_plan_coop),IT,06016444,การออกแบบเว็บ,WEB DESIGN,,,22;ocr350;ocr390
IT coop (academic_plan_coop),IT,06016445,การเขียนสคริปต์ขั้นสูงสำหรับการออกแบบ,ADVANCED SCRIPTING FOR DESIGN,,,22;ocr350;ocr390
IT coop (academic_plan_coop),IT,06016446,การออกแบบเกม,GAME DESIGN,,,22;25;ocr351;ocr390
IT coop (academic_plan_coop),IT,06016447,การพัฒนาเกมขั้นต้นด้วยเกมเอนจิ้น,FUNDAMENTAL GAME DEVELOPMENT WITH GAME ENGINE,,,22;25;ocr351;ocr352;ocr390
IT coop (academic_plan_coop),IT,06016448,การพัฒนาเกมขั้นสูงด้วยเกมเอนจิ้น,ADVANCED GAME DEVELOPMENT WITH GAME ENGINE,,,22;25;ocr351;ocr390
IT coop (academic_plan_coop),IT,06016449,เกมมิฟิเคชัน,GAMIFICATION,,,22;ocr352;ocr390;ocr90
IT coop (academic_plan_coop),IT,06016450,การพัฒนาเกมด้วยเทคโนโลยีเสมือนจริง,GAME DEVELOPMENT WITH REALITY TECHNOLOGY,,,22;ocr352;ocr390
IT coop (academic_plan_coop),IT,06016451,การบริหารทรัพยากรองค์กร,ENTERPRISE RESOURCE PLANNING,,,22;ocr353;ocr391
IT coop (academic_plan_coop),IT,06016452,การจัดการห่วงโซ่อุปทานและโลจิสติกส์,SUPPLY CHAIN MANAGEMENT AND LOGISTICS,,,23;ocr353;ocr391
IT coop (academic_plan_coop),IT,06016453,การบริหารระบบลูกค้าสัมพันธ์,CUSTOMER RELATIONSHIP MANAGEMENT,,,23;ocr354;ocr391
IT coop (academic_plan_coop),IT,06016454,เครื่องมือยูเอ็กซ์และการพัฒนาซอฟต์แวร์สำหรับธุรกิจดิจิทัล,"UX TOOLS AND SOFTWARE DEVELOPMENT FOR DIGITAL
BUSINESS",,,23;ocr354;ocr391
IT coop (academic_plan_coop),IT,06016455,การวิเคราะห์พฤติกรรมลูกค้า,CUSTOMER BEHAVIOR ANALYSIS,,,23;ocr355;ocr391
IT coop (academic_plan_coop),IT,06016456,แบบจำลองธุรกิจ,BUSINESS MODEL,,,23;ocr355;ocr391
IT coop (academic_plan_coop),IT,06016457,ระบบฐานข้อมูลขั้นสูง,ADVANCED DATABASE SYSTEMS,,,23;ocr356;ocr391
IT coop (academic_plan_coop),IT,06016458,การดูแลและบำรุงรักษาระบบฐานข้อมูล,DATABASE SYSTEM MAINTENANCE AND ADMINISTRATION,,,23;ocr356;ocr391
IT coop (academic_plan_coop),IT,06016459,การรับรองมาตรฐานและคุณภาพซอฟต์แวร์,SOFTWARE STANDARD AND QUALITY ASSURANCE,,,23;ocr357;ocr391
IT coop (academic_plan_coop),IT,06016460,ปัญญาประดิษฐ์,ARTIFICIAL INTELLIGENCE,,,23;ocr357;ocr391
IT coop (academic_plan_coop),IT,06016461,การประมวลผลภาษาธรรมชาติเบื้องต้น,INTRODUCTION TO NATURAL LANGUAGE PROCESSING,,,23;ocr358;ocr391
IT coop (academic_plan_coop),IT,06016462,เทคโนโลยีสื่อสารการเคลื่อนที่,MOBILE COMMUNICATION TECHNOLOGY,,,23;ocr358;ocr391
IT coop (academic_plan_coop),IT,06016463,เทคโนโลยีการคำนวณด้วยคอมพิวเตอร์แบบผสมผสาน,HYBRID COMPUTING TECHNOLOGY,,,23;ocr359;ocr391
IT coop (academic_plan_coop),IT,06016464,ความมั่นคงปลอดภัยไซเบอร์ทางปฏิบัติ,PRACTICAL CYBER SECURITY,,,23;ocr359;ocr391
IT coop (academic_plan_coop),IT,06016465,การออกแบบศูนย์ข้อมูล,DATA CENTER DESIGN,,,23;ocr360;ocr391
IT coop (academic_plan_coop),IT,06016466,การแก้ไขปัญหาระบบและเครือข่าย,NETWORK AND SYSTEM TROUBLE SHOOTING,,,23;ocr360;ocr391
IT coop (academic_plan_coop),IT,06016467,การแปลงข้อมูลและการรู้จำรูปภาพ,IMAGE TRANSFORMATION AND RECOGNITION,,,23;ocr361;ocr391
IT coop (academic_plan_coop),IT,06016468,การเรียนรู้เชิงลึกสำหรับการวิเคราะห์ภาพและวีดิโอทางการแพทย์,DEEP LEARNING IN MEDICAL IMAGE AND VIDEO ANALYSIS,,,24;ocr361;ocr391
IT coop (academic_plan_coop),IT,06016469,การวิเคราะห์ข้อมูลสุขภาพเบื้องต้น,INTRODUCTION TO HEALTHCARE DATA ANALYTICS,,,24;ocr362;ocr391;ocr91
IT coop (academic_plan_coop),IT,06016470,การได้มาและการจัดการข้อมูลทางด้านคลินิก,CLINICAL DATA ACQUISITION AND MANAGEMENT,,,24;ocr362;ocr391
IT coop (academic_plan_coop),IT,06016471,การวิเคราะห์ข้อมูลขนาดใหญ่,BIG DATA ANALYSIS,,,24;ocr363;ocr391
IT coop (academic_plan_coop),IT,06016472,กระบวนการอัตโนมัติด้วยโรบอต,ROBOTIC PROCESS AUTOMATION,,,24;ocr363;ocr391
IT coop (academic_plan_coop),IT,06016473,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 1,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 1,,,24;ocr364;ocr391
IT coop (academic_plan_coop),IT,06016474,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 2,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 2,,,24;ocr364;ocr391
IT coop (academic_plan_coop),IT,06016475,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 3,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 3,,,24;ocr364;ocr391
IT coop (academic_plan_coop),IT,06016476,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 4,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 4,,,24;ocr365;ocr391
IT coop (academic_plan_coop),IT,06016477,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 1,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 1,,,24;ocr365;ocr391
IT coop (academic_plan_coop),IT,06016478,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 2,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 2,,,24;ocr365;ocr392
IT coop (academic_plan_coop),IT,06016479,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 3,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 3,,,24;ocr366;ocr392
IT coop (academic_plan_coop),IT,06016480,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 4,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 4,,,24;ocr366;ocr392
IT coop (academic_plan_coop),IT,"หมายเหตุ: คอลัมน์ ""ตัวเลือกปี/เทอม (flexible)"" กรอกเฉพาะแถวที่ ปี=0 และ เทอม=0 เท่านั้น (เซลล์จะเปลี่ยนเป็นสีเหลืองอัตโนมัติ) — ใส่เป็น ""ปี/เทอม"" คั่นด้วยจุลภาค เช่น ""3/2, 4/1, 4/2""",,,,,
IT no_coop (academic_plan_no_coop),IT,06016401,คณิตศาสตร์สำหรับเทคโนโลยีสารสนเทศ,MATHEMATICS FOR INFORMATION TECHNOLOGY,1,1,18;26;34;ocr328
IT no_coop (academic_plan_no_coop),IT,06016402,พื้นฐานทางด้านเทคโนโลยีสารสนเทศ,INFORMATION TECHNOLOGY FUNDAMENTALS,1,1,18;26;34;ocr328
IT no_coop (academic_plan_no_coop),IT,06016411,ระบบคอมพิวเตอร์เบื้องต้น,INTRODUCTION TO COMPUTER SYSTEMS,1,1,19;26;34;ocr333
IT no_coop (academic_plan_no_coop),IT,06066303,การแก้ปัญหาและการโปรแกรมคอมพิวเตอร์,PROBLEM SOLVING AND COMPUTER PROGRAMMING,1,1,19;26;34;ocr371;ocr387
IT no_coop (academic_plan_no_coop),IT,90641001,โรงเรียนสร้างเสน่ห์,CHARM SCHOOL,1,1,16;26;34;ocr138;ocr140;ocr166;ocr249;ocr277;ocr384
IT no_coop (academic_plan_no_coop),IT,90641003,กีฬาและนันทนาการ,SPORTS AND RECREATIONAL ACTIVITIES,1,1,17;26;34;ocr138;ocr140;ocr166;ocr249;ocr277;ocr384
IT no_coop (academic_plan_no_coop),IT,90644007,ภาษาอังกฤษพื้นฐาน 1,FOUNDATION ENGLISH 1,1,1,17;26;34;ocr138;ocr151;ocr224;ocr384
IT no_coop (academic_plan_no_coop),IT,06016408,การสร้างโปรแกรมเชิงวัตถุ,OBJECT-ORIENTED PROGRAMMING,1,2,19;28;35;ocr331;ocr336
IT no_coop (academic_plan_no_coop),IT,06066001,ความน่าจะเป็นและสถิติ,PROBABILITY AND STATISTICS,1,2,18;28;35;ocr368;ocr386
IT no_coop (academic_plan_no_coop),IT,06066101,พื้นฐานทางธุรกิจสำหรับเทคโนโลยีสารสนเทศ,BUSINESS FUNDAMENTALS FOR INFORMATION TECHNOLOGY,1,2,18;28;35;ocr355;ocr368;ocr369;ocr386
IT no_coop (academic_plan_no_coop),IT,06066301,โครงสร้างข้อมูลและอัลกอรึทึม,DATA STRUCTURES AND ALGORITHMS,1,2,19;28;35;ocr370;ocr386
IT no_coop (academic_plan_no_coop),IT,90641002,ความฉลาดทางดิจิทัล,DIGITAL INTELLIGENCE QUOTIENT,1,2,16;28;35;ocr138;ocr140;ocr166;ocr249;ocr277;ocr384
IT no_coop (academic_plan_no_coop),IT,90644008,ภาษาอังกฤษพื้นฐาน 2,FOUNDATION ENGLISH 2,1,2,17;28;35;ocr138;ocr151;ocr224;ocr384
IT no_coop (academic_plan_no_coop),IT,06016403,เทคโนโลยีสื่อประสม,MULTIMEDIA TECHNOLOGY,2,1,18;29;36;ocr329
IT no_coop (academic_plan_no_coop),IT,06016409,การประมวลผลทางกายภาพ,PHYSICAL COMPUTING,2,1,19;29;36;ocr332
IT no_coop (academic_plan_no_coop),IT,06016413,ระบบเครือข่ายเบื้องต้น,INTRODUCTION TO NETWORK SYSTEMS,2,1,19;29;36;ocr333;ocr337;ocr338;ocr339;ocr340
IT no_coop (academic_plan_no_coop),IT,06066000,คณิตศาสตร์ไม่ต่อเนื่อง,DISCRETE MATHEMATICS,2,1,18;29;36;ocr367;ocr386
IT no_coop (academic_plan_no_coop),IT,06066300,แนวคิดระบบฐานข้อมูล,DATABASE SYSTEM CONCEPTS,2,1,19;29;36;ocr356;ocr369;ocr386
IT no_coop (academic_plan_no_coop),IT,06066304,การวิเคราะห์และออกแบบระบบสารสนเทศ,INFORMATION SYSTEM ANALYSIS AND DESIGN,2,1,19;29;36;ocr344;ocr371;ocr387
IT no_coop (academic_plan_no_coop),IT,06016405,พื้นฐานความมั่นคงปลอดภัยไซเบอร์,CYBERSECURITY FUNDAMENTALS,2,2,18;30;37;ocr330
IT no_coop (academic_plan_no_coop),IT,06016410,วิศวกรรมซอฟต์แวร์,SOFTWARE ENGINEERING,2,2,19;30;37;ocr332
IT no_coop (academic_plan_no_coop),IT,06016412,โครงสร้างระบบคอมพิวเตอร์และระบบปฎิบัติการ,COMPUTER ORGANIZATION AND OPERATING SYSTEM,2,2,19;30;37;ocr333;ocr88
IT no_coop (academic_plan_no_coop),IT,06066302,การเขียนโปรแกรมเว็บพื้นฐาน,FUNDAMENTAL WEB PROGRAMMING,2,2,19;30;37;ocr343;ocr350;ocr370;ocr386
IT no_coop (academic_plan_no_coop),IT,06016414,ระบบฐานข้อมูลแบบโนเอสคิวแอล,NOSQL DATABASE SYSTEMS,2,2,20;30;37;ocr334
IT no_coop (academic_plan_no_coop),IT,06016415,การเขียนโปรแกรมเชิงฟังก์ชัน,FUNCTIONAL PROGRAMMING,2,2,20;30;37;ocr335
IT no_coop (academic_plan_no_coop),IT,06016419,โครงสร้างพื้นฐานเครือข่ายการสื่อสาร,COMMUNICATION NETWORK INFRASTRUCTURE,2,2,20;30;37;ocr337
IT no_coop (academic_plan_no_coop),IT,06016420,ระบบโครงสร้างพื้นฐานและการบริการ,INFRASTRUCTURE SYSTEMS AND SERVICES,2,2,20;30;37;ocr338
IT no_coop (academic_plan_no_coop),IT,06016424,การออกแบบส่วนต่อประสานกับมนุษย์,HUMAN INTERFACE DESIGN,2,2,21;30;37;ocr340
IT no_coop (academic_plan_no_coop),IT,06016425,พื้นฐานการออกแบบทัศนศิลป์สำหรับสื่อปฏิสัมพันธ์,VISUAL DESIGN FUNDAMENTALS FOR INTERACTIVE MEDIA,2,2,21;30;37;ocr341
IT no_coop (academic_plan_no_coop),IT,06016404,เทคโนโลยีกลุ่มเมฆ,CLOUD COMPUTING,3,1,18;28;31;ocr329;ocr343
IT no_coop (academic_plan_no_coop),IT,06066102,ระบบสารสนเทศเพื่อการจัดการ,MANAGEMENT INFORMATION SYSTEMS,3,1,18;28;31;ocr369;ocr386
IT no_coop (academic_plan_no_coop),IT,90644xxx,วิชาเลือกหมวดภาษาและการสื่อสาร,ELECTIVE COURSE IN LANGUAGE AND COMMUNICATION,3,1,
IT no_coop (academic_plan_no_coop),IT,06016416,วิศวกรรมความต้องการ,REQUIREMENT ENGINEERING,3,1,20;28;31;ocr335
IT no_coop (academic_plan_no_coop),IT,06016417,เครื่องมือและสภาพแวดล้อมสำหรับการพัฒนาซอฟต์แวร์,SOFTWARE DEVELOPMENT TOOLS AND ENVIRONMENTS,3,1,20;28;31;ocr335;ocr88
IT no_coop (academic_plan_no_coop),IT,06016418,การพัฒนาเว็บฝั่งเซิร์ฟเวอร์,SERVER-SIDE WEB DEVELOPMENT,3,1,20;21;28;31;ocr336;ocr88
IT no_coop (academic_plan_no_coop),IT,06016421,ความมั่นคงปลอดภัยโครงสร้างพื้นฐานทางเทคโนโลยีสารสนเทศ,INFORMATION TECHNOLOGY INFRASTRUCTURE SECURITY,3,1,20;28;31;ocr338
IT no_coop (academic_plan_no_coop),IT,06016422,อินเทอร์เน็ตของสรรพสิ่ง,INTERNET OF THINGS,3,1,20;28;31;ocr339
IT no_coop (academic_plan_no_coop),IT,06016423,การออโตเมชั่นและโครงสร้างพื้นฐานที่สามารถโปรแกรมได้,INFRASTRUCTURE PROGRAMMABILITY AND AUTOMATION,3,1,20;28;31;ocr340
IT no_coop (academic_plan_no_coop),IT,06016426,คอมพิวเตอร์กราฟิกส์และแอนิเมชัน,COMPUTER GRAPHICS AND ANIMATION,3,1,21;28;31;ocr341
IT no_coop (academic_plan_no_coop),IT,06016427,การออกแบบและพัฒนาเกมเบื้องต้น,INTRODUCTION TO GAME DESIGN AND DEVELOPMENT,3,1,21;28;31;ocr342
IT no_coop (academic_plan_no_coop),IT,06016418,การพัฒนาเว็บฝั่งเซิร์ฟเวอร์,SERVER-SIDE WEB DEVELOPMENT,3,1,20;21;28;31;ocr336;ocr88
IT no_coop (academic_plan_no_coop),IT,060164xx,วิชาเลือกทางเทคโนโลยีสารสนเทศ 1,ELECTIVE COURSE IN INFORMATION TECHNOLOGY 1,3,2,32;33;39
IT no_coop (academic_plan_no_coop),IT,060164xx,วิชาเลือกทางเทคโนโลยีสารสนเทศ 2,ELECTIVE COURSE IN INFORMATION TECHNOLOGY 2,3,2,32;33;39
IT no_coop (academic_plan_no_coop),IT,06066100,การบริหารโครงการเทคโนโลยีสารสนเทศ,INFORMATION TECHNOLOGY PROJECT MANAGEMENT,3,2,18;32;40;ocr368;ocr386
IT no_coop (academic_plan_no_coop),IT,90642033,กฎหมายสำหรับคนรุ่นใหม่,LAW FOR NEW GENERATION,3,2,17;32;40;ocr141;ocr176;ocr273;ocr384
IT no_coop (academic_plan_no_coop),IT,90644042,การสื่อสารและการนำเสนออย่างมืออาชีพ,PROFESSIONAL COMMUNICATION AND PRESENTATION,3,2,17;32;40;ocr152;ocr233;ocr273;ocr274;ocr384
IT no_coop (academic_plan_no_coop),IT,06016406,โครงงาน 1,PROJECT 1,4,1,18;33;39;ocr330;ocr331;ocr87
IT no_coop (academic_plan_no_coop),IT,060164xx,วิชาเลือกทางเทคโนโลยีสารสนเทศ 3,ELECTIVE COURSE IN INFORMATION TECHNOLOGY 3,4,1,32;33;39
IT no_coop (academic_plan_no_coop),IT,90643021,ผู้ประกอบการสมัยใหม่,MODERN ENTREPRENEURS,4,1,17;33;39;ocr149;ocr216;ocr270;ocr272;ocr273;ocr384
IT no_coop (academic_plan_no_coop),IT,9064xxxx,วิชาเลือกหมวดศึกษาทั่วไป 1,ELECTIVE COURSE IN GENERAL EDUCATION 1,4,1,
IT no_coop (academic_plan_no_coop),IT,xxxxxxxx,วิชาเลือกเสรี 1,FREE ELECTIVE COURSE 1,4,1,
IT no_coop (academic_plan_no_coop),IT,06016407,โครงงาน 2,PROJECT 2,4,2,19;33;40;ocr331
IT no_coop (academic_plan_no_coop),IT,9064xxxx,วิชาเลือกหมวดศึกษาทั่วไป 2,ELECTIVE COURSE IN GENERAL EDUCATION 2,4,2,
IT no_coop (academic_plan_no_coop),IT,xxxxxxxx,วิชาเลือกเสรี 2,FREE ELECTIVE COURSE 2,4,2,
IT no_coop (academic_plan_no_coop),IT,06016428,การพัฒนาและออกแบบโปรแกรมบริการแบบจุลภาค,MICROSERVICE DESIGN AND DEVELOPMENT,,,21;25;ocr342;ocr390
IT no_coop (academic_plan_no_coop),IT,06016429,การพัฒนาเว็บฝั่งไคลเอนต์,CLIENT-SIDE WEB DEVELOPMENT,,,21;25;ocr343;ocr390
IT no_coop (academic_plan_no_coop),IT,06016430,การพัฒนาคลาวด์แอปพลิเคชัน,CLOUD APPLICATION DEVELOPMENT,,,21;25;ocr343;ocr390
IT no_coop (academic_plan_no_coop),IT,06016431,การโปรแกรมอุปกรณ์เคลื่อนที่,MOBILE DEVICE PROGRAMMING,,,21;ocr344;ocr390
IT no_coop (academic_plan_no_coop),IT,06016432,การทวนสอบและตรวจสอบซอฟต์แวร์,SOFTWARE VERIFICATION AND VALIDATION,,,21;ocr344;ocr390
IT no_coop (academic_plan_no_coop),IT,06016433,การทดสอบอัตโนมัติในรูปแบบอไจล์,AUTOMATION TESTING IN AGILE,,,21;ocr344;ocr390
IT no_coop (academic_plan_no_coop),IT,06016434,การทดสอบการยอมรับของเว็บ,WEB ACCEPTANCE TESTING,,,21;ocr345;ocr390
IT no_coop (academic_plan_no_coop),IT,06016435,องค์ประกอบสำคัญของวิทยาการข้อมูล,ELEMENTS OF DATA SCIENCE,,,21;ocr345;ocr390
IT no_coop (academic_plan_no_coop),IT,06016436,การแสดงข้อมูลด้วยแผนภาพ,DATA VISUALIZATION,,,22;ocr346;ocr390
IT no_coop (academic_plan_no_coop),IT,06016437,โครงสร้างพื้นฐานที่น่าเชื่อถือและขยายตัวได้,RELIABLE AND SCALABLE INFRASTRUCTURE,,,22;ocr346;ocr390
IT no_coop (academic_plan_no_coop),IT,06016438,ความปลอดภัยสำหรับระบบคลาวด์,CLOUD SECURITY,,,22;ocr347;ocr390
IT no_coop (academic_plan_no_coop),IT,06016439,เทคโนโลยีเครือข่ายไร้สาย,WIRELESS NETWORK TECHNOLOGY,,,22;25;ocr347;ocr390
IT no_coop (academic_plan_no_coop),IT,06016440,การออกแบบเครือข่ายสารสนเทศ,INFORMATION NETWORK DESIGN,,,22;25;ocr348;ocr390
IT no_coop (academic_plan_no_coop),IT,06016441,ประสิทธิภาพเครือข่ายและระบบ,NETWORK AND SYSTEM PERFORMANCE,,,22;25;ocr348;ocr390
IT no_coop (academic_plan_no_coop),IT,06016442,การออกแบบฮาร์ดแวร์สำหรับอินเทอร์เน็ตแห่งสรรพสิ่ง,INTERNET OF THINGS HARDWARE DESIGN,,,22;ocr349;ocr390
IT no_coop (academic_plan_no_coop),IT,06016443,การวิเคราะห์ข้อมูลและแอปพลิเคชันสำหรับอินเตอร์เน็ตแห่งสรรพสิ่ง,INTERNET OF THINGS DATA ANALYTICS AND APPLICATIONS,,,22;ocr349;ocr390
IT no_coop (academic_plan_no_coop),IT,06016444,การออกแบบเว็บ,WEB DESIGN,,,22;ocr350;ocr390
IT no_coop (academic_plan_no_coop),IT,06016445,การเขียนสคริปต์ขั้นสูงสำหรับการออกแบบ,ADVANCED SCRIPTING FOR DESIGN,,,22;ocr350;ocr390
IT no_coop (academic_plan_no_coop),IT,06016446,การออกแบบเกม,GAME DESIGN,,,22;25;ocr351;ocr390
IT no_coop (academic_plan_no_coop),IT,06016447,การพัฒนาเกมขั้นต้นด้วยเกมเอนจิ้น,FUNDAMENTAL GAME DEVELOPMENT WITH GAME ENGINE,,,22;25;ocr351;ocr352;ocr390
IT no_coop (academic_plan_no_coop),IT,06016448,การพัฒนาเกมขั้นสูงด้วยเกมเอนจิ้น,ADVANCED GAME DEVELOPMENT WITH GAME ENGINE,,,22;25;ocr351;ocr390
IT no_coop (academic_plan_no_coop),IT,06016449,เกมมิฟิเคชัน,GAMIFICATION,,,22;ocr352;ocr390;ocr90
IT no_coop (academic_plan_no_coop),IT,06016450,การพัฒนาเกมด้วยเทคโนโลยีเสมือนจริง,GAME DEVELOPMENT WITH REALITY TECHNOLOGY,,,22;ocr352;ocr390
IT no_coop (academic_plan_no_coop),IT,06016451,การบริหารทรัพยากรองค์กร,ENTERPRISE RESOURCE PLANNING,,,22;ocr353;ocr391
IT no_coop (academic_plan_no_coop),IT,06016452,การจัดการห่วงโซ่อุปทานและโลจิสติกส์,SUPPLY CHAIN MANAGEMENT AND LOGISTICS,,,23;ocr353;ocr391
IT no_coop (academic_plan_no_coop),IT,06016453,การบริหารระบบลูกค้าสัมพันธ์,CUSTOMER RELATIONSHIP MANAGEMENT,,,23;ocr354;ocr391
IT no_coop (academic_plan_no_coop),IT,06016454,เครื่องมือยูเอ็กซ์และการพัฒนาซอฟต์แวร์สำหรับธุรกิจดิจิทัล,"UX TOOLS AND SOFTWARE DEVELOPMENT FOR DIGITAL
BUSINESS",,,23;ocr354;ocr391
IT no_coop (academic_plan_no_coop),IT,06016455,การวิเคราะห์พฤติกรรมลูกค้า,CUSTOMER BEHAVIOR ANALYSIS,,,23;ocr355;ocr391
IT no_coop (academic_plan_no_coop),IT,06016456,แบบจำลองธุรกิจ,BUSINESS MODEL,,,23;ocr355;ocr391
IT no_coop (academic_plan_no_coop),IT,06016457,ระบบฐานข้อมูลขั้นสูง,ADVANCED DATABASE SYSTEMS,,,23;ocr356;ocr391
IT no_coop (academic_plan_no_coop),IT,06016458,การดูแลและบำรุงรักษาระบบฐานข้อมูล,DATABASE SYSTEM MAINTENANCE AND ADMINISTRATION,,,23;ocr356;ocr391
IT no_coop (academic_plan_no_coop),IT,06016459,การรับรองมาตรฐานและคุณภาพซอฟต์แวร์,SOFTWARE STANDARD AND QUALITY ASSURANCE,,,23;ocr357;ocr391
IT no_coop (academic_plan_no_coop),IT,06016460,ปัญญาประดิษฐ์,ARTIFICIAL INTELLIGENCE,,,23;ocr357;ocr391
IT no_coop (academic_plan_no_coop),IT,06016461,การประมวลผลภาษาธรรมชาติเบื้องต้น,INTRODUCTION TO NATURAL LANGUAGE PROCESSING,,,23;ocr358;ocr391
IT no_coop (academic_plan_no_coop),IT,06016462,เทคโนโลยีสื่อสารการเคลื่อนที่,MOBILE COMMUNICATION TECHNOLOGY,,,23;ocr358;ocr391
IT no_coop (academic_plan_no_coop),IT,06016463,เทคโนโลยีการคำนวณด้วยคอมพิวเตอร์แบบผสมผสาน,HYBRID COMPUTING TECHNOLOGY,,,23;ocr359;ocr391
IT no_coop (academic_plan_no_coop),IT,06016464,ความมั่นคงปลอดภัยไซเบอร์ทางปฏิบัติ,PRACTICAL CYBER SECURITY,,,23;ocr359;ocr391
IT no_coop (academic_plan_no_coop),IT,06016465,การออกแบบศูนย์ข้อมูล,DATA CENTER DESIGN,,,23;ocr360;ocr391
IT no_coop (academic_plan_no_coop),IT,06016466,การแก้ไขปัญหาระบบและเครือข่าย,NETWORK AND SYSTEM TROUBLE SHOOTING,,,23;ocr360;ocr391
IT no_coop (academic_plan_no_coop),IT,06016467,การแปลงข้อมูลและการรู้จำรูปภาพ,IMAGE TRANSFORMATION AND RECOGNITION,,,23;ocr361;ocr391
IT no_coop (academic_plan_no_coop),IT,06016468,การเรียนรู้เชิงลึกสำหรับการวิเคราะห์ภาพและวีดิโอทางการแพทย์,DEEP LEARNING IN MEDICAL IMAGE AND VIDEO ANALYSIS,,,24;ocr361;ocr391
IT no_coop (academic_plan_no_coop),IT,06016469,การวิเคราะห์ข้อมูลสุขภาพเบื้องต้น,INTRODUCTION TO HEALTHCARE DATA ANALYTICS,,,24;ocr362;ocr391;ocr91
IT no_coop (academic_plan_no_coop),IT,06016470,การได้มาและการจัดการข้อมูลทางด้านคลินิก,CLINICAL DATA ACQUISITION AND MANAGEMENT,,,24;ocr362;ocr391
IT no_coop (academic_plan_no_coop),IT,06016471,การวิเคราะห์ข้อมูลขนาดใหญ่,BIG DATA ANALYSIS,,,24;ocr363;ocr391
IT no_coop (academic_plan_no_coop),IT,06016472,กระบวนการอัตโนมัติด้วยโรบอต,ROBOTIC PROCESS AUTOMATION,,,24;ocr363;ocr391
IT no_coop (academic_plan_no_coop),IT,06016473,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 1,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 1,,,24;ocr364;ocr391
IT no_coop (academic_plan_no_coop),IT,06016474,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 2,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 2,,,24;ocr364;ocr391
IT no_coop (academic_plan_no_coop),IT,06016475,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 3,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 3,,,24;ocr364;ocr391
IT no_coop (academic_plan_no_coop),IT,06016476,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 4,SPECIAL TOPICS IN INFORMATION TECHNOLOGY 4,,,24;ocr365;ocr391
IT no_coop (academic_plan_no_coop),IT,06016477,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 1,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 1,,,24;ocr365;ocr391
IT no_coop (academic_plan_no_coop),IT,06016478,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 2,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 2,,,24;ocr365;ocr392
IT no_coop (academic_plan_no_coop),IT,06016479,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 3,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 3,,,24;ocr366;ocr392
IT no_coop (academic_plan_no_coop),IT,06016480,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 4,SPECIAL WORKSHOP IN INFORMATION TECHNOLOGY 4,,,24;ocr366;ocr392
IT no_coop (academic_plan_no_coop),IT,"06016481
หรือ
06016482","สหกิจศึกษา
หรือ
สหกิจศึกษาต่างประเทศ","COOPERATIVE EDUCATION
OR
OVERSEA COOPERATIVE EDUCATION",,,
IT no_coop (academic_plan_no_coop),IT,"หมายเหตุ: คอลัมน์ ""ตัวเลือกปี/เทอม (flexible)"" กรอกเฉพาะแถวที่ ปี=0 และ เทอม=0 เท่านั้น (เซลล์จะเปลี่ยนเป็นสีเหลืองอัตโนมัติ) — ใส่เป็น ""ปี/เทอม"" คั่นด้วยจุลภาค เช่น ""3/2, 4/1, 4/2""",,,,,
